CAST_ID,SOURCE,CARBON,VANADIUM,TITANIUM,NIOBIUM,MANGANESE,PHOSPHORUS,SULPHUR,SILICON
V74835,CC3,0.036,0.001,0.0,0.0,0.21,0.02,0.007,0.006
V74839,CC1,0.002,0.001,0.052,0.001,0.083,0.018,0.007,0.004
V74841,CC2,0.047,0.001,0.0,0.0,0.47,0.023,0.009,0.007
V76307,CC2,0.045,0.002,0.0,0.0,0.436,0.012,0.003,0.061
V76325,CC2,0.03,0.001,0.001,0.001,0.34,0.015,0.006,0.01
V76329,CC3,0.047,0.001,0.001,0.001,0.5,0.029,0.005,0.079
V76339,CC3,0.044,0.001,0.0,0.0,0.211,0.019,0.007,0.008
V76341,CC3,0.03,0.001,0.001,0.001,0.247,0.011,0.008,0.005
V76348,CC2,0.06,0.001,0.001,0.001,0.35,0.023,0.007,0.008
V76357,CC2,0.0509,0.001,0.001,0.001,0.421,0.014,0.006,0.007
V76359,CC2,0.057,0.001,0.0,0.0,0.42,0.018,0.005,0.008
V76376,CC2,0.05,0.002,0.001,0.011,0.644,0.017,0.005,0.063
V76377,CC3,0.035,0.001,0.001,0.001,0.17,0.013,0.005,0.013
V76388,CC3,0.027,0.001,0.001,0.001,0.209,0.013,0.006,0.019
V76393,CC3,0.051,0.001,0.0,0.0,0.21,0.013,0.008,0.008
V76491,CC3,0.03,0.001,0.001,0.001,0.172,0.013,0.006,0.008
V75958,CC3,0.035,0.001,0.0,0.0,0.187,0.019,0.006,0.007
V75956,CC1,0.0023,0.001,0.039,0.012,0.136,0.029,0.007,0.006
V76071,CC2,0.043,0.001,0.022,0.01,0.735,0.029,0.004,0.061
V76074,CC3,0.06,0.001,0.001,0.001,0.523,0.012,0.007,0.011
V74208,CC2,0.049,0.005,0.019,0.01,0.765,0.028,0.01,0.07
V74207,CC1,0.0018,0.001,0.052,0.001,0.077,0.017,0.006,0.005
V74210,CC3,0.051,0.001,0.0,0.0,0.186,0.019,0.008,0.016
V74212,CC2,0.048,0.004,0.02,0.01,0.737,0.03,0.005,0.084
V74215,CC2,0.053,0.004,0.02,0.009,0.78,0.014,0.01,0.078
V74211,CC1,0.0022,0.001,0.053,0.001,0.083,0.014,0.005,0.004
V75080,CC2,0.095,0.001,0.0,0.0,0.437,0.02,0.005,0.012
V75087,CC2,0.11,0.001,0.0,0.0,0.44,0.015,0.004,0.009
V75086,CC3,0.05,0.001,0.0,0.0,0.176,0.025,0.005,0.008
V74217,CC3,0.048,0.001,0.001,0.001,0.22,0.015,0.011,0.01
V74214,CC1,0.0019,0.001,0.063,0.001,0.094,0.013,0.005,0.005
V74216,CC2,0.052,0.001,0.015,0.0,0.358,0.012,0.005,0.013
V74221,CC2,0.05,0.001,0.015,0.001,0.38,0.015,0.01,0.009
V74219,CC1,0.0018,0.001,0.059,0.001,0.087,0.013,0.005,0.006
V74235,CC1,0.002,0.001,0.06,0.001,0.086,0.011,0.007,0.006
V74237,CC1,0.048,0.001,0.024,0.011,0.74,0.015,0.004,0.058
V74233,CC3,0.063,0.001,0.001,0.001,0.325,0.016,0.007,0.007
V74245,CC1,0.0017,0.001,0.061,0.001,0.076,0.009,0.005,0.004
V74246,CC2,0.044,0.001,0.023,0.01,0.747,0.032,0.004,0.082
V74249,CC3,0.061,0.001,0.001,0.001,0.342,0.014,0.005,0.011
V74251,CC1,0.0014,0.001,0.057,0.001,0.078,0.013,0.007,0.004
V74252,CC3,0.064,0.001,0.001,0.001,0.347,0.013,0.008,0.009
V74274,CC1,0.0023,0.001,0.056,0.001,0.082,0.01,0.007,0.01
V74279,CC1,0.0019,0.001,0.057,0.001,0.087,0.017,0.006,0.004
V74742,CC1,0.058,0.001,0.001,0.001,0.33,0.02,0.005,0.009
V74746,CC1,0.002,0.001,0.055,0.001,0.638,0.038,0.008,0.005
V74779,CC1,0.0021,0.001,0.05,0.001,0.66,0.049,0.008,0.009
V74783,CC2,0.041,0.001,0.0,0.0,0.197,0.023,0.009,0.007
V74797,CC3,0.058,0.001,0.0,0.0,0.184,0.008,0.007,0.008
V74847,CC1,0.0024,0.001,0.051,0.001,0.067,0.017,0.008,0.006
V74860,CC3,0.058,0.001,0.0,0.0,0.168,0.012,0.008,0.007
V74859,CC2,0.06,0.002,0.0,0.0,0.447,0.015,0.006,0.011
V74918,CC3,0.046,0.003,0.0,0.0,0.215,0.034,0.007,0.005
V74941,CC1,0.0014,0.001,0.056,0.001,0.064,0.013,0.007,0.006
V74939,CC3,0.034,0.001,0.001,0.001,0.21,0.015,0.005,0.019
V74947,CC1,0.0305,0.001,0.001,0.001,0.198,0.015,0.008,0.007
V74952,CC3,0.0346,0.001,0.001,0.001,0.176,0.024,0.007,0.008
V74949,CC2,0.1,0.001,0.001,0.001,0.423,0.017,0.006,0.008
V74951,CC2,0.1,0.001,0.001,0.001,0.445,0.019,0.006,0.009
V74955,CC3,0.03,0.001,0.0,0.0,0.187,0.023,0.008,0.006
V74616,CC2,0.11,0.001,0.001,0.0,1.047,0.022,0.004,0.099
V74618,CC1,0.0017,0.001,0.055,0.001,0.07,0.018,0.006,0.004
V74454,CC3,0.047,0.001,0.0,0.0,0.415,0.013,0.005,0.01
V74453,CC1,0.002,0.001,0.033,0.014,0.089,0.016,0.005,0.004
V74459,CC3,0.05,0.001,0.001,0.001,0.21,0.024,0.005,0.008
V74608,CC2,0.049,0.005,0.0,0.015,1.38,0.024,0.009,0.007
V74809,CC1,0.0018,0.001,0.052,0.001,0.071,0.016,0.006,0.005
V74816,CC2,0.047,0.001,0.001,0.001,0.473,0.028,0.005,0.072
V74825,CC1,0.0016,0.001,0.056,0.001,0.084,0.014,0.008,0.005
V74850,CC2,0.056,0.001,0.0,0.0,0.415,0.022,0.008,0.011
V74850,CC2,0.055,0.001,0.0,0.0,0.415,0.022,0.008,0.01
V74871,CC1,0.0023,0.001,0.058,0.001,0.088,0.014,0.006,0.004
V74882,CC1,0.0016,0.001,0.059,0.001,0.078,0.014,0.005,0.005
V74904,CC3,0.038,0.001,0.001,0.001,0.217,0.012,0.007,0.006
V74907,CC2,0.09,0.001,0.001,0.001,0.424,0.011,0.006,0.007
V74911,CC1,0.0017,0.001,0.062,0.001,0.085,0.014,0.007,0.007
V74911,CC1,0.0017,0.001,0.062,0.001,0.084,0.014,0.007,0.006
V74963,CC1,0.07,0.001,0.001,0.0,0.215,0.02,0.007,0.013
V74960,CC3,0.049,0.001,0.0,0.0,0.253,0.012,0.007,0.005
V74979,CC3,0.042,0.001,0.001,0.001,0.191,0.012,0.006,0.007
V74983,CC3,0.03,0.001,0.001,0.001,0.189,0.011,0.009,0.005
V74991,CC1,0.0021,0.001,0.056,0.001,0.079,0.016,0.008,0.003
V74992,CC3,0.056,0.001,0.0,0.0,0.251,0.015,0.011,0.008
V74998,CC1,0.062,0.001,0.001,0.0,0.411,0.016,0.007,0.014
V75020,CC1,0.062,0.004,0.0,0.0,0.388,0.02,0.009,0.009
V75019,CC2,0.058,0.003,0.0,0.0,0.424,0.012,0.006,0.007
V75024,CC3,0.069,0.004,0.001,0.0,0.381,0.09,0.004,0.325
V75025,CC1,0.0016,0.001,0.06,0.001,0.075,0.013,0.006,0.003
V75028,CC2,0.0641,0.001,0.001,0.001,0.427,0.013,0.007,0.009
V75033,CC2,0.07,0.001,0.001,0.001,0.39,0.018,0.007,0.01
V75029,CC1,0.0023,0.001,0.055,0.001,0.086,0.012,0.007,0.004
V75030,CC3,0.1,0.001,0.001,0.001,0.373,0.085,0.006,0.322
V75040,CC2,0.064,0.001,0.001,0.001,0.437,0.014,0.006,0.008
V75039,CC1,0.0017,0.001,0.052,0.001,0.074,0.012,0.007,0.005
V75056,CC3,0.048,0.001,0.0,0.0,0.281,0.018,0.01,0.012
V75073,CC1,0.0028,0.001,0.055,0.001,0.672,0.047,0.007,0.006
V75072,CC2,0.11,0.001,0.0,0.0,0.457,0.01,0.01,0.006
V75075,CC2,0.1,0.001,0.0,0.0,0.413,0.019,0.005,0.009
V75081,CC3,0.047,0.001,0.0,0.0,0.206,0.022,0.007,0.009
V75096,CC3,0.043,0.001,0.0,0.0,0.2,0.024,0.005,0.007
V75099,CC3,0.043,0.001,0.002,0.0,0.21,0.025,0.004,0.01
V75100,CC2,0.093,0.001,0.001,0.001,0.439,0.016,0.004,0.011
V74590,CC1,0.0019,0.001,0.054,0.001,0.074,0.014,0.007,0.003
V74585,CC3,0.05,0.002,0.001,0.0,0.193,0.034,0.005,0.013
V74592,CC2,0.042,0.001,0.001,0.02,1.47,0.027,0.004,0.012
V74610,CC3,0.058,0.001,0.0,0.0,0.208,0.015,0.007,0.008
V75332,CC3,0.035,0.001,0.0,0.0,0.214,0.017,0.006,0.006
V75337,CC1,0.0019,0.001,0.054,0.001,0.075,0.011,0.007,0.005
V75347,CC1,0.0016,0.001,0.056,0.001,0.08,0.013,0.006,0.003
V75440,CC3,0.035,0.001,0.0,0.0,0.176,0.028,0.005,0.008
V76016,CC3,0.058,0.001,0.0,0.0,0.358,0.016,0.01,0.006
V76019,CC3,0.05,0.001,0.001,0.001,0.34,0.021,0.011,0.009
V76026,CC2,0.046,0.004,0.017,0.0,0.843,0.023,0.004,0.077
V76041,CC3,0.06,0.002,0.0,0.0,0.399,0.033,0.007,0.018
V76042,CC3,0.057,0.002,0.0,0.0,0.425,0.01,0.004,0.011
V74922,CC1,0.0021,0.001,0.053,0.001,0.078,0.015,0.008,0.005
V74926,CC3,0.035,0.001,0.0,0.0,0.169,0.009,0.006,0.005
V74946,CC1,0.033,0.001,0.001,0.001,0.175,0.014,0.006,0.006
V74972,CC3,0.055,0.001,0.0,0.0,0.173,0.017,0.007,0.006
V74981,CC2,0.14,0.001,0.001,0.001,1.131,0.034,0.009,0.008
V75456,CC2,0.059,0.002,0.0,0.0,0.433,0.015,0.004,0.008
V75454,CC1,0.0023,0.001,0.058,0.001,0.081,0.017,0.005,0.005
V75455,CC3,0.037,0.001,0.0,0.0,0.203,0.018,0.004,0.013
V75457,CC1,0.0019,0.001,0.06,0.001,0.072,0.015,0.004,0.003
V75460,CC1,0.0025,0.001,0.056,0.001,0.07,0.013,0.007,0.003
V75470,CC3,0.043,0.001,0.0,0.0,0.186,0.016,0.006,0.011
V75473,CC3,0.04,0.001,0.001,0.001,0.2,0.017,0.005,0.01
V75472,CC2,0.056,0.001,0.001,0.001,0.43,0.014,0.004,0.01
V75481,CC3,0.043,0.001,0.0,0.0,0.175,0.011,0.008,0.006
V75101,CC1,0.0025,0.001,0.059,0.001,0.08,0.016,0.006,0.005
V75102,CC3,0.046,0.001,0.001,0.001,0.19,0.012,0.007,0.005
V75105,CC2,0.092,0.003,0.001,0.001,0.41,0.013,0.005,0.007
V75113,CC1,0.002,0.001,0.05,0.001,0.084,0.019,0.007,0.006
V75114,CC2,0.065,0.003,0.0,0.0,0.41,0.013,0.008,0.007
V75121,CC1,0.0025,0.001,0.057,0.001,0.079,0.012,0.008,0.005
V75275,CC3,0.041,0.001,0.0,0.0,0.2,0.015,0.004,0.01
V75374,CC2,0.032,0.001,0.0,0.0,0.176,0.02,0.005,0.008
V75427,CC3,0.03,0.001,0.001,0.001,0.169,0.013,0.007,0.005
V75499,CC3,0.041,0.001,0.001,0.001,0.235,0.028,0.004,0.008
V75509,CC3,0.037,0.001,0.0,0.0,0.242,0.02,0.005,0.007
V75513,CC1,0.002,0.001,0.032,0.012,0.067,0.011,0.007,0.004
V75516,CC3,0.038,0.001,0.0,0.0,0.217,0.022,0.007,0.01
V75521,CC1,0.0021,0.001,0.056,0.001,0.075,0.008,0.007,0.004
V75520,CC3,0.038,0.001,0.0,0.0,0.173,0.013,0.004,0.007
V75529,CC3,0.028,0.001,0.0,0.0,0.206,0.014,0.007,0.005
V75530,CC1,0.036,0.003,0.001,0.0,0.195,0.015,0.006,0.008
V75534,CC1,0.048,0.001,0.001,0.0,0.2,0.022,0.005,0.008
V75528,CC2,0.033,0.001,0.0,0.0,0.2,0.012,0.005,0.007
V75537,CC1,0.044,0.003,0.001,0.0,0.204,0.021,0.006,0.008
V76164,CC2,0.07,0.003,0.001,0.0,0.811,0.02,0.003,0.061
V76170,CC3,0.031,0.001,0.0,0.0,0.156,0.018,0.008,0.006
V76185,CC3,0.036,0.001,0.0,0.0,0.184,0.011,0.005,0.008
V76261,CC3,0.0566,0.001,0.001,0.001,0.213,0.009,0.005,0.005
V76262,CC2,0.078,0.004,0.022,0.03,0.81,0.015,0.005,0.013
V76269,CC3,0.061,0.001,0.0,0.0,0.21,0.036,0.017,0.007
V76308,CC3,0.044,0.001,0.0,0.0,0.208,0.011,0.006,0.009
V76306,CC2,0.049,0.001,0.0,0.0,0.435,0.009,0.004,0.057
V76392,CC3,0.047,0.001,0.0,0.0,0.27,0.014,0.009,0.012
V76400,CC3,0.036,0.001,0.001,0.001,0.239,0.029,0.009,0.009
V76402,CC2,0.049,0.001,0.001,0.009,0.636,0.017,0.006,0.085
V76408,CC2,0.043,0.001,0.001,0.009,0.641,0.018,0.006,0.077
V76405,CC3,0.035,0.001,0.0,0.001,0.207,0.017,0.009,0.01
V76429,CC3,0.063,0.001,0.0,0.0,0.361,0.033,0.011,0.009
V76439,CC3,0.074,0.001,0.001,0.001,0.386,0.017,0.009,0.013
V76445,CC2,0.044,0.001,0.001,0.001,0.17,0.015,0.005,0.008
V76446,CC3,0.0866,0.001,0.001,0.001,0.2,0.012,0.004,0.011
V76448,CC2,0.037,0.001,0.001,0.001,0.18,0.011,0.006,0.008
V75809,CC2,0.057,0.001,0.0,0.0,0.427,0.01,0.009,0.006
V75875,CC3,0.055,0.001,0.0,0.0,0.227,0.016,0.003,0.017
V75876,CC1,0.0017,0.001,0.053,0.001,0.074,0.015,0.005,0.002
V75879,CC2,0.079,0.005,0.001,0.032,0.828,0.02,0.005,0.013
V75891,CC2,0.065,0.003,0.0,0.0,0.339,0.025,0.004,0.011
V75931,CC1,0.002,0.001,0.045,0.013,0.124,0.032,0.007,0.006
V75929,CC3,0.052,0.001,0.0,0.0,0.218,0.02,0.006,0.007
V75932,CC2,0.053,0.001,0.0,0.0,0.36,0.029,0.003,0.009
V75967,CC1,0.0025,0.001,0.001,0.001,0.398,0.048,0.007,0.006
V75965,CC2,0.054,0.003,0.0,0.012,0.643,0.02,0.004,0.067
V76010,CC3,0.056,0.001,0.001,0.001,0.301,0.012,0.008,0.009
V76013,CC3,0.06,0.001,0.0,0.0,0.336,0.019,0.01,0.007
V76012,CC2,0.048,0.001,0.015,0.006,0.71,0.019,0.005,0.069
V76043,CC2,0.055,0.004,0.02,0.012,0.747,0.03,0.005,0.095
V76198,CC3,0.033,0.001,0.0,0.0,0.157,0.01,0.004,0.007
V76208,CC2,0.059,0.001,0.022,0.012,0.745,0.013,0.002,0.107
V76264,CC3,0.043,0.001,0.0,0.0,0.159,0.021,0.007,0.005
V76263,CC2,0.074,0.004,0.015,0.028,0.81,0.017,0.008,0.008
V76268,CC3,0.044,0.001,0.0,0.0,0.19,0.025,0.006,0.007
V76270,CC2,0.077,0.004,0.018,0.027,0.824,0.018,0.007,0.013
V75535,CC2,0.04,0.001,0.0,0.0,0.192,0.017,0.006,0.009
V75541,CC2,0.05,0.001,0.002,0.001,0.2,0.023,0.005,0.025
V75539,CC1,0.05,0.001,0.001,0.001,0.2,0.017,0.003,0.009
V75576,CC3,0.033,0.001,0.0,0.0,0.24,0.018,0.005,0.006
V75596,CC1,0.053,0.001,0.001,0.0,0.275,0.014,0.003,0.014
V75652,CC3,0.051,0.001,0.001,0.001,0.426,0.012,0.009,0.008
V75650,CC2,0.29,0.001,0.001,0.001,1.22,0.027,0.005,0.209
V75655,CC2,0.51,0.001,0.0,0.0,0.637,0.024,0.003,0.214
V75659,CC3,0.05,0.001,0.0,0.0,0.393,0.014,0.008,0.022
V75654,CC1,0.0014,0.001,0.058,0.001,0.073,0.015,0.006,0.005
V75663,CC3,0.047,0.001,0.001,0.0,0.213,0.017,0.004,0.013
V75660,CC1,0.0015,0.001,0.06,0.001,0.076,0.011,0.006,0.004
V75670,CC3,0.066,0.001,0.0,0.0,0.2,0.018,0.004,0.016
V75674,CC1,0.0026,0.001,0.055,0.001,0.083,0.011,0.008,0.004
V75672,CC2,0.19,0.003,0.0,0.0,0.929,0.02,0.003,0.062
V75699,CC2,0.061,0.001,0.001,0.016,0.927,0.016,0.004,0.008
V75707,CC1,0.0016,0.001,0.056,0.001,0.078,0.014,0.007,0.006
V75710,CC1,0.0018,0.001,0.055,0.001,0.07,0.012,0.006,0.006
V74690,CC2,0.059,0.003,0.001,0.022,0.885,0.013,0.005,0.013
V75819,CC3,0.046,0.001,0.001,0.001,0.21,0.015,0.006,0.006
V76453,CC2,0.04,0.001,0.001,0.001,0.203,0.02,0.005,0.008
V76454,CC3,0.043,0.001,0.001,0.001,0.157,0.011,0.01,0.009
V76456,CC2,0.035,0.001,0.001,0.001,0.175,0.013,0.006,0.004
V76458,CC3,0.047,0.001,0.001,0.001,0.185,0.014,0.01,0.007
V76457,CC2,0.043,0.001,0.001,0.001,0.193,0.011,0.006,0.006
V76463,CC3,0.06,0.001,0.001,0.001,0.191,0.013,0.007,0.008
V76465,CC3,0.095,0.001,0.001,0.001,0.152,0.008,0.006,0.009
V76469,CC2,0.05,0.001,0.001,0.001,0.199,0.014,0.005,0.007
V76475,CC2,0.037,0.001,0.008,0.0,0.197,0.02,0.006,0.007
V76482,CC2,0.07,0.001,0.0,0.0,0.254,0.012,0.006,0.005
V76505,CC3,0.056,0.004,0.001,0.0,0.192,0.022,0.004,0.015
V76508,CC1,0.057,0.001,0.0,0.0,0.251,0.014,0.004,0.011
V76529,CC3,0.037,0.001,0.001,0.001,0.187,0.011,0.004,0.008
V76528,CC2,0.032,0.001,0.001,0.001,0.189,0.018,0.005,0.005
V76284,CC2,0.076,0.001,0.025,0.034,0.854,0.022,0.006,0.013
V76286,CC3,0.043,0.001,0.0,0.0,0.198,0.013,0.005,0.006
V76287,CC2,0.075,0.001,0.027,0.035,0.845,0.017,0.005,0.014
V76302,CC2,0.14,0.072,0.001,0.0,1.285,0.022,0.005,0.268
V76305,CC3,0.053,0.001,0.0,0.0,0.236,0.012,0.01,0.006
V76311,CC2,0.048,0.002,0.0,0.0,0.465,0.012,0.002,0.085
V76315,CC2,0.049,0.001,0.001,0.001,0.45,0.022,0.005,0.07
V76317,CC3,0.06,0.001,0.001,0.001,0.34,0.011,0.006,0.011
V76372,CC2,0.047,0.004,0.023,0.01,0.756,0.014,0.006,0.073
V76375,CC3,0.035,0.001,0.0,0.0,0.223,0.016,0.005,0.01
V76386,CC2,0.052,0.001,0.001,0.001,0.55,0.017,0.005,0.013
V76396,CC2,0.047,0.001,0.001,0.011,0.65,0.027,0.004,0.103
V76398,CC3,0.034,0.001,0.0,0.0,0.24,0.032,0.006,0.009
V76620,CC2,0.033,0.001,0.001,0.001,0.166,0.014,0.008,0.008
V76619,CC3,0.044,0.001,0.001,0.001,0.216,0.019,0.006,0.008
V75713,CC3,0.058,0.001,0.001,0.001,0.4,0.018,0.007,0.014
V75712,CC1,0.002,0.001,0.053,0.001,0.07,0.014,0.007,0.005
V75718,CC2,0.062,0.003,0.0,0.015,0.875,0.019,0.006,0.013
V75720,CC2,0.05,0.003,0.0,0.022,0.855,0.018,0.006,0.012
V75727,CC2,0.056,0.003,0.0,0.022,0.882,0.031,0.005,0.011
V75725,CC1,0.002,0.001,0.054,0.001,0.079,0.013,0.005,0.004
V75734,CC2,0.044,0.002,0.011,0.0,0.417,0.017,0.005,0.007
V75736,CC1,0.0019,0.001,0.056,0.001,0.084,0.012,0.006,0.004
V75761,CC3,0.048,0.001,0.0,0.0,0.223,0.018,0.005,0.01
V75779,CC1,0.0018,0.001,0.032,0.013,0.067,0.01,0.006,0.003
V75778,CC2,0.057,0.001,0.016,0.009,0.764,0.019,0.006,0.062
V75791,CC3,0.043,0.001,0.0,0.0,0.2,0.016,0.006,0.011
V75795,CC3,0.047,0.001,0.0,0.0,0.206,0.016,0.007,0.006
V75794,CC2,0.054,0.001,0.001,0.001,0.457,0.02,0.007,0.01
V75795,CC3,0.032,0.002,0.001,0.0,0.213,0.025,0.006,0.011
V75796,CC1,0.0018,0.001,0.032,0.011,0.076,0.014,0.009,0.004
V75799,CC1,0.002,0.001,0.031,0.013,0.07,0.012,0.008,0.003
V76635,CC3,0.05,0.001,0.001,0.001,0.197,0.017,0.006,0.01
V76634,CC2,0.076,0.002,0.0,0.0,0.424,0.01,0.005,0.006
V76664,CC1,0.038,0.001,0.001,0.001,0.21,0.013,0.005,0.008
V76666,CC3,0.044,0.001,0.0,0.0,0.213,0.012,0.006,0.007
V76687,CC1,0.002,0.001,0.036,0.012,0.086,0.015,0.006,0.006
V76683,CC3,0.0426,0.001,0.001,0.001,0.242,0.015,0.006,0.017
V76691,CC2,0.06,0.002,0.0,0.0,0.4,0.01,0.004,0.006
V76554,CC2,0.055,0.001,0.0,0.0,0.339,0.012,0.009,0.007
V76557,CC1,0.04,0.001,0.0,0.0,0.191,0.011,0.005,0.005
V76655,CC2,0.053,0.001,0.0,0.0,0.435,0.011,0.006,0.009
V76660,CC3,0.035,0.001,0.001,0.001,0.153,0.013,0.005,0.007
V76693,CC3,0.062,0.003,0.001,0.0,0.317,0.011,0.004,0.014
V76696,CC1,0.002,0.001,0.054,0.001,0.081,0.011,0.005,0.006
V76694,CC3,0.034,0.002,0.001,0.0,0.182,0.016,0.005,0.015
V76744,CC1,0.002,0.001,0.035,0.014,0.085,0.012,0.006,0.005
V76747,CC1,0.002,0.001,0.033,0.013,0.099,0.013,0.005,0.005
V76754,CC1,0.0016,0.001,0.064,0.001,0.088,0.012,0.006,0.005
V76756,CC1,0.0021,0.001,0.057,0.001,0.082,0.009,0.007,0.004
V76758,CC3,0.041,0.003,0.001,0.0,0.222,0.011,0.004,0.012
V76757,CC1,0.0018,0.001,0.059,0.001,0.092,0.014,0.007,0.005
V76774,CC2,0.034,0.001,0.0,0.0,0.198,0.014,0.008,0.007
V76776,CC2,0.039,0.001,0.0,0.0,0.205,0.018,0.006,0.008
V74768,CC2,0.047,0.001,0.0,0.0,0.186,0.011,0.005,0.006
V74773,CC3,0.056,0.001,0.001,0.001,0.46,0.018,0.011,0.005
V74782,CC3,0.058,0.001,0.001,0.001,0.458,0.019,0.007,0.009
V74792,CC2,0.047,0.001,0.0,0.0,0.276,0.027,0.005,0.01
V74794,CC1,0.0023,0.001,0.058,0.001,0.086,0.016,0.007,0.005
V74798,CC1,0.0018,0.001,0.055,0.001,0.08,0.013,0.007,0.004
V74824,CC2,0.06,0.001,0.001,0.001,0.487,0.031,0.003,0.077
V74844,CC1,0.0017,0.001,0.056,0.001,0.079,0.013,0.008,0.005
V74846,CC2,0.06,0.002,0.0,0.0,0.447,0.028,0.006,0.007
V74848,CC3,0.036,0.001,0.0,0.0,0.207,0.018,0.006,0.01
V75801,CC3,0.038,0.001,0.0,0.0,0.187,0.01,0.006,0.005
V75805,CC3,0.05,0.001,0.0,0.0,0.204,0.013,0.002,0.01
V75831,CC3,0.041,0.001,0.0,0.0,0.215,0.016,0.008,0.01
V75830,CC1,0.0018,0.001,0.033,0.014,0.081,0.014,0.006,0.004
V75592,CC3,0.03,0.001,0.001,0.001,0.175,0.017,0.007,0.008
V75594,CC1,0.052,0.001,0.0,0.0,0.303,0.019,0.005,0.006
V75590,CC3,0.032,0.001,0.0,0.0,0.199,0.033,0.007,0.006
V75593,CC2,0.077,0.001,0.0,0.008,1.0,0.017,0.005,0.011
V75661,CC3,0.049,0.001,0.0,0.0,0.263,0.027,0.006,0.018
V75858,CC3,0.042,0.001,0.0,0.0,0.203,0.015,0.005,0.007
V75859,CC1,0.0022,0.001,0.052,0.001,0.066,0.014,0.006,0.007
V75855,CC2,0.65,0.001,0.0,0.0,0.703,0.016,0.003,0.235
V75953,CC1,0.002,0.001,0.045,0.013,0.146,0.03,0.005,0.006
V75955,CC3,0.049,0.001,0.0,0.0,0.179,0.024,0.004,0.013
V75954,CC2,0.15,0.068,0.001,0.021,1.366,0.021,0.004,0.291
V76293,CC2,0.075,0.004,0.023,0.035,0.848,0.019,0.008,0.011
V75157,CC1,0.0014,0.001,0.055,0.001,0.075,0.012,0.006,0.005
V75158,CC3,0.056,0.001,0.0,0.0,0.423,0.019,0.006,0.009
V75164,CC2,0.75,0.001,0.001,0.001,0.702,0.024,0.006,0.179
V75182,CC3,0.06,0.001,0.001,0.001,0.374,0.02,0.009,0.018
V75154,CC3,0.044,0.001,0.001,0.0,0.476,0.036,0.004,0.087
V76780,CC1,0.0018,0.001,0.06,0.001,0.083,0.015,0.006,0.006
V76882,CC2,0.05,0.001,0.0,0.0,0.172,0.014,0.007,0.007
V76895,CC3,0.06,0.001,0.001,0.001,0.2,0.013,0.004,0.008
V76903,CC3,0.053,0.001,0.001,0.001,0.224,0.03,0.004,0.013
V76907,CC1,0.0014,0.001,0.06,0.001,0.082,0.011,0.007,0.005
V76906,CC3,0.045,0.001,0.001,0.001,0.22,0.027,0.005,0.008
V76908,CC3,0.051,0.001,0.001,0.001,0.197,0.015,0.007,0.012
V76912,CC1,0.0015,0.001,0.053,0.001,0.073,0.011,0.006,0.004
V76915,CC3,0.038,0.001,0.001,0.001,0.22,0.016,0.006,0.007
V75186,CC2,0.0958,0.001,0.001,0.001,1.47,0.018,0.005,0.012
V75190,CC3,0.06,0.001,0.001,0.001,0.272,0.017,0.014,0.007
V75189,CC2,0.0837,0.002,0.001,0.001,1.587,0.029,0.006,0.01
V75205,CC1,0.0019,0.001,0.033,0.013,0.078,0.014,0.007,0.004
V75213,CC1,0.0018,0.001,0.057,0.001,0.677,0.039,0.007,0.006
V75214,CC2,0.099,0.001,0.001,0.001,1.075,0.022,0.005,0.091
V75217,CC3,0.046,0.003,0.0,0.0,0.213,0.021,0.005,0.01
V75222,CC2,0.11,0.005,0.001,0.0,1.056,0.02,0.006,0.102
V74202,CC3,0.029,0.001,0.0,0.0,0.213,0.017,0.01,0.007
V74201,CC1,0.0019,0.001,0.059,0.001,0.089,0.01,0.006,0.004
V74440,CC3,0.06,0.002,0.0,0.0,0.36,0.027,0.004,0.016
V74443,CC3,0.049,0.001,0.0,0.0,0.39,0.026,0.005,0.009
V74463,CC1,0.0019,0.001,0.055,0.001,0.077,0.016,0.006,0.004
V75392,CC3,0.048,0.001,0.001,0.0,0.242,0.02,0.006,0.012
V75394,CC3,0.045,0.001,0.001,0.0,0.215,0.025,0.008,0.008
V75406,CC3,0.039,0.001,0.001,0.001,0.19,0.015,0.009,0.006
V75407,CC1,0.0024,0.001,0.001,0.001,0.28,0.029,0.007,0.005
V75417,CC3,0.04,0.001,0.001,0.001,0.218,0.025,0.006,0.005
V76779,CC2,0.035,0.001,0.001,0.001,0.194,0.012,0.006,0.006
V76808,CC1,0.0017,0.001,0.057,0.001,0.084,0.009,0.006,0.005
V76808,CC1,0.0017,0.001,0.055,0.001,0.084,0.01,0.006,0.006
V76820,CC3,0.05,0.001,0.001,0.001,0.2,0.015,0.003,0.013
V76821,CC1,0.0017,0.001,0.058,0.001,0.08,0.011,0.005,0.003
V76840,CC3,0.046,0.001,0.001,0.001,0.18,0.011,0.008,0.018
V76844,CC1,0.0017,0.001,0.058,0.001,0.082,0.013,0.006,0.005
V76854,CC2,0.045,0.001,0.001,0.001,0.169,0.011,0.006,0.005
V76860,CC2,0.06,0.001,0.0,0.0,0.205,0.018,0.003,0.01
V75232,CC2,0.076,0.005,0.0,0.009,1.0,0.019,0.005,0.013
V75245,CC1,0.002,0.001,0.053,0.001,0.637,0.046,0.006,0.008
V75247,CC3,0.048,0.001,0.0,0.0,0.229,0.01,0.006,0.008
V75259,CC1,0.002,0.001,0.028,0.014,0.072,0.011,0.005,0.005
